filename, width
normal_1/S20210601_0001.jpg, 0.14458407415721763
normal_1/S20210601_0002.jpg, 0.07319069900157538
normal_1/S20210601_0003.jpg, 0.07884513020124387
normal_1/S20210601_0004.jpg, 0.11054469579346496
normal_1/S20210601_0005.jpg, 0.049680396899928723
normal_1/S20210601_0006.jpg, 0.08725722666209487
normal_1/S20210601_0007.jpg, 0.05584551548641548
normal_1/S20210601_0008.jpg, 0.1530048719487774
normal_1/S20210601_0009.jpg, 0.12511262712648755
normal_1/S20210601_0010.jpg, 0.10666517413033177
normal_1/S20210601_0011.jpg, 0.11725579858107003
normal_1/S20210601_0012.jpg, 0.09776673368249388
normal_1/S20210601_0013.jpg, 0.08757606422905036
normal_1/S20210601_0014.jpg, 0.11503282138949317
normal_1/S20210601_0015.jpg, 0.2576789633364112